2,3,7,0.71362
2,3,8,0.75713
2,3,9,0.74861
2,3,10,1.0032
2,4,1,5.5912
2,4,2,2.3526
2,4,3,0.58092
2,4,4,0.80545
2,4,5,0.9497
2,4,6,0.91217
2,4,7,0.88712
2,4,8,0.86151
2,4,9,1.0224
2,4,10,0.58157
2,5,1,5.7181
2,5,2,2.3647
2,5,3,0.65028
2,5,4,0.81681
2,5,5,0.65267
2,5,6,0.71598
2,5,7,0.7354
2,5,8,0.98687
2,5,9,0.81413
2,5,10,0.92882
2,6,1,5.6885
2,6,2,2.3579
2,6,3,0.59692
2,6,4,0.33049
2,6,5,0.63903
2,6,6,0.62729
2,6,7,0.59542
2,6,8,0.86873
2,6,9,0.90789
2,6,10,0.57361
2,7,1,5.6633
2,7,2,2.3676
2,7,3,0.70064
2,7,4,0.82283
2,7,5,0.69744
2,7,6,0.75248
2,7,7,0.71658
2,7,8,0.78656
2,7,9,0.88256
2,7,10,0.55062
2,8,1,5.6814
2,8,2,2.353
2,8,3,0.49621
2,8,4,0.58716
2,8,5,0.79531
2,8,6,0.95154
2,8,7,0.79566
2,8,8,0.74756
2,8,9,1.6924
2,8,10,0.77985
2,9,1,5.5708
2,9,2,2.4009
2,9,3,0.59406
2,9,4,1.1419
2,9,5,0.39822
2,9,6,0.75838
2,9,7,0.71576
2,9,8,0.6421
2,9,9,0.93796
2,9,10,0.70842
2,10,1,5.6584
2,10,2,2.2606
2,10,3,0.2497
2,10,4,0.44592
2,10,5,0.70927
2,10,6,1.3166
2,10,7,0.94603
2,10,8,0.91796
2,10,9,0.89533
2,10,10,1.5652
3,1,1,20.6981
3,1,2,20.8529
3,1,3,20.8759
3,1,4,21.6826
3,1,5,21.6386
3,1,6,21.9813
3,1,7,25.5518
3,1,8,21.9848
3,1,9,21.3474
3,1,10,23.345
3,2,1,21.1124
3,2,2,7.1573
3,2,3,11.7754
3,2,4,11.5623
3,2,5,17.1641
3,2,6,15.1009
3,2,7,22.9916
3,2,8,19.0941
3,2,9,23.2828
3,2,10,22.0426
3,3,1,20.8234
3,3,2,7.0765
3,3,3,4.0211
3,3,4,4.6274
3,3,5,5.0253
3,3,6,4.4893
3,3,7,3.7173
3,3,8,4.5263
3,3,9,3.698
3,3,10,3.0932
3,4,1,20.6305
3,4,2,5.8499
3,4,3,2.4973
3,4,4,4.1436
3,4,5,3.1071
3,4,6,3.5032
3,4,7,5.32
3,4,8,3.1078
3,4,9,2.6386
3,4,10,3.1041
3,5,1,20.6136
3,5,2,8.6427
3,5,3,3.1563
3,5,4,5.1529
3,5,5,3.5789
3,5,6,4.1031
3,5,7,2.791
3,5,8,2.3697
3,5,9,4.2359
3,5,10,2.32
3,6,1,21.0263
3,6,2,6.5366
3,6,3,4.1332
3,6,4,4.8437
3,6,5,4.6287
3,6,6,3.7884
3,6,7,3.0478
3,6,8,5.2491
3,6,9,3.7869
3,6,10,3.3286
3,7,1,21.772
3,7,2,6.6751
3,7,3,6.285
3,7,4,4.4176
3,7,5,5.2341
3,7,6,2.9041
3,7,7,4.2853
3,7,8,5.2097
3,7,9,5.5853
3,7,10,1.7067
3,8,1,21.115
3,8,2,8.2286
3,8,3,6.8707
3,8,4,8.0033
3,8,5,2.2393
3,8,6,4.9459
3,8,7,5.3703
3,8,8,4.064
3,8,9,4.1691
3,8,10,4.775
3,9,1,21.2683
3,9,2,8.6316
3,9,3,3.2288
3,9,4,4.937
3,9,5,5.0463
3,9,6,5.5563
3,9,7,4.2036
3,9,8,3.4598
3,9,9,5.0658
3,9,10,11.3088
3,10,1,21.2792
3,10,2,11.0541
3,10,3,4.0416
3,10,4,4.4876
3,10,5,7.8865
3,10,6,6.3022
3,10,7,5.4783
3,10,8,4.4506
3,10,9,3.0371
3,10,10,6.8862
