S8_w,S8_x,S8_y,S8_z,S9_w,S9_x,S9_y,S9_z,S4_w,S4_x,S4_y,S4_z,S5_w,S5_x,S5_y,S5_z,S5_4_rel_w,S5_4_rel_x,S5_4_rel_y,S5_4_rel_z,middle_pose_orientation_x,middle_pose_orientation_y,middle_pose_orientation_z
0.2867,0.174,0.9345,0.119,0.4583,0.0491,0.827,0.3217,-0.626,0.1312,0.7037,0.309,0.1506,0.1714,0.9678,0.1054,0.641960059,0.097846213,-0.751116212,-0.118902636,23.65824915,40.78651909,24.99496467
0.2869,0.1671,0.9352,0.1228,0.4673,0.0518,0.8223,0.3203,-0.6229,0.1453,0.6954,0.3272,0.1537,0.1734,0.9671,0.1044,0.636253853,0.113512861,-0.75099547,-0.135283663,31.06009887,38.6335648,24.439426
0.2859,0.1575,0.9362,0.1297,0.4624,0.0434,0.8201,0.334,-0.6223,0.165,0.6815,0.3477,0.1535,0.1743,0.967,0.1039,0.628483977,0.13164691,-0.749967412,-0.15882652,37.12239733,39.51092945,24.68318173
0.2859,0.1575,0.9362,0.1297,0.4624,0.0434,0.8201,0.334,-0.6223,0.165,0.6815,0.3477,0.1535,0.1743,0.967,0.1039,0.628483977,0.13164691,-0.749967412,-0.15882652,37.12239733,39.51092945,24.68318173
0.285,0.1519,0.9368,0.1336,0.4601,0.0388,0.819,0.3405,-0.6233,0.1751,0.6749,0.3538,0.1523,0.1747,0.9672,0.1036,0.625156007,0.136734467,-0.749404633,-0.169930422,37.12239733,39.51092945,24.68318173
0.2839,0.1428,0.9379,0.1386,0.4555,0.0305,0.8177,0.3505,-0.6209,0.1789,0.6767,0.3526,0.1521,0.1747,0.9672,0.1035,0.62793439,0.135340453,-0.746687634,-0.172739516,37.27421304,39.27026471,23.61312565
0.2841,0.1382,0.9382,0.1408,0.4555,0.0278,0.8165,0.3534,-0.6164,0.1801,0.6811,0.3515,0.152,0.1751,0.9672,0.1033,0.632993233,0.134323445,-0.742747238,-0.172056153,37.27421304,39.27026471,23.61312565
0.2849,0.1312,0.9385,0.144,0.4557,0.0238,0.8146,0.3578,-0.6113,0.184,0.6826,0.3554,0.1528,0.1754,0.967,0.1034,0.632993233,0.134323445,-0.742747238,-0.172056153,37.85151196,38.11938876,23.32385423
0.2849,0.1312,0.9385,0.144,0.4557,0.0238,0.8146,0.3578,-0.6113,0.184,0.6826,0.3554,0.1528,0.1754,0.967,0.1034,0.635788332,0.137775152,-0.73885477,-0.175740813,37.85151196,38.11938876,23.32385423
0.2853,0.128,0.9385,0.1456,0.4549,0.0211,0.8137,0.361,-0.6096,0.1848,0.6824,0.3584,0.1538,0.1757,0.9667,0.104,0.635747324,0.139985384,-0.738103531,-0.177292438,37.85151196,38.11938876,23.32385423
0.2858,0.125,0.9387,0.1463,0.4541,0.0182,0.8129,0.3638,-0.6069,0.1831,0.6829,0.3629,0.1538,0.1759,0.9666,0.1048,0.637054145,0.144311458,-0.736379941,-0.176297482,38.72382858,37.53794253,23.95072859
0.2864,0.1235,0.9387,0.1464,0.4548,0.0173,0.8123,0.3645,-0.6046,0.1851,0.6825,0.3665,0.1549,0.1763,0.9663,0.1055,0.637186453,0.146891535,-0.735076693,-0.179104875,38.72382858,37.53794253,23.95072859
0.2869,0.1227,0.9386,0.1464,0.4558,0.017,0.8115,0.3649,-0.6007,0.1864,0.6834,0.3704,0.1553,0.1766,0.9661,0.1057,0.639127148,0.150603288,-0.732308611,-0.180441782,39.55746573,36.83387285,24.14555077
0.2869,0.1227,0.9386,0.1464,0.4558,0.017,0.8115,0.3649,-0.6007,0.1864,0.6834,0.3704,0.1553,0.1766,0.9661,0.1057,0.639127148,0.150603288,-0.732308611,-0.180441782,39.55746573,36.83387285,24.14555077
0.2867,0.1213,0.9388,0.1469,0.4555,0.0166,0.8112,0.3662,-0.5997,0.1865,0.6833,0.3722,0.1561,0.1768,0.966,0.1056,0.638544716,0.150357356,-0.732849435,-0.180513206,39.55746573,36.83387285,24.14555077
0.2864,0.1197,0.939,0.1474,0.4539,0.0144,0.8112,0.3683,-0.5981,0.1845,0.6844,0.3737,0.1564,0.1767,0.9659,0.1057,0.639736133,0.154103568,-0.731408453,-0.178973309,39.89151656,36.40876975,24.56030906
0.2861,0.1189,0.9392,0.1474,0.4531,0.013,0.8113,0.3691,-0.596,0.1828,0.6859,0.3753,0.1574,0.1768,0.9658,0.1054,0.640554708,0.156036865,-0.730717256,-0.177184804,39.89151656,36.40876975,24.56030906
0.2855,0.1184,0.9395,0.1474,0.4519,0.0115,0.8117,0.3697,-0.5905,0.1779,0.6896,0.3795,0.1581,0.1769,0.9657,0.1051,0.64400298,0.161435377,-0.72777381,-0.171883864,40.36306641,34.82805367,25.69693669
