S8_w,S8_x,S8_y,S8_z,S9_w,S9_x,S9_y,S9_z,S4_w,S4_x,S4_y,S4_z,S5_w,S5_x,S5_y,S5_z,S5_4_rel_w,S5_4_rel_x,S5_4_rel_y,S5_4_rel_z,middle_pose_orientation_x,middle_pose_orientation_y,middle_pose_orientation_z
0.191,0.0604,0.9385,0.2808,0.3763,0.0524,0.8171,0.4334,-0.736,-0.0273,0.6234,0.2624,0.0427,0.0561,0.9761,0.2054,0.625690174,0.068223285,-0.772752497,-0.0819205,25.03959286,56.14558522,43.13661929
0.1948,0.0439,0.9358,0.2902,0.3776,0.0488,0.8131,0.4401,-0.7292,0.0041,0.6188,0.2919,0.0449,0.0589,0.9764,0.2026,0.627254733,0.087790162,-0.767679735,-0.09753057,32.92465596,53.40788728,42.60519973
0.1888,0.0213,0.9355,0.2977,0.361,0.0321,0.8109,0.4592,-0.7271,0.0274,0.6099,0.3137,0.0462,0.0634,0.9776,0.1951,0.625670516,0.140336511,-0.753634681,-0.14448819,36.27255521,53.21224637,42.97058547
0.1871,0.0138,0.9353,0.2997,0.3595,0.0304,0.8108,0.4608,-0.7254,0.0312,0.6113,0.3147,0.0465,0.0635,0.9777,0.1941,0.627105174,0.141538586,-0.751700976,-0.147144734,36.34871869,52.72224218,42.05438481
0.1849,0.0058,0.9355,0.3007,0.3533,0.0217,0.8104,0.4666,-0.7207,0.0345,0.616,0.316,0.0468,0.0639,0.9782,0.1919,0.631723702,0.143241704,-0.747432353,-0.147485108,35.90919742,52.65646658,41.61574558
0.1837,0.002,0.9354,0.302,0.3511,0.0191,0.8099,0.4692,-0.7197,0.0328,0.617,0.3164,0.0466,0.0638,0.9782,0.1919,0.632889299,0.143670303,-0.746735112,-0.1455907,36.08439371,51.95675302,41.76033366
0.1827,0.0002,0.9354,0.3024,0.3421,0.0068,0.8107,0.4749,-0.7048,0.0191,0.626,0.3328,0.0477,0.0642,0.978,0.1923,0.643961522,0.158971172,-0.736994863,-0.129924191,37.24112475,50.78646844,43.15279544
0.1812,-0.0017,0.9357,0.3026,0.338,0.0012,0.8104,0.4783,-0.6982,0.0089,0.6311,0.3376,0.0479,0.0638,0.978,0.1924,0.643844122,0.159186206,-0.736982677,-0.130311292,38.11786922,47.85352113,45.7994057
0.1787,-0.0071,0.9371,0.2994,0.3248,-0.0191,0.8117,0.4849,-0.6471,-0.0526,0.6716,0.3567,0.0535,0.0634,0.9775,0.1936,0.68770984,0.180471524,-0.701389756,-0.050374744,36.64018289,43.05941608,48.89706991
0.1771,-0.0087,0.9381,0.2974,0.3201,-0.0231,0.8122,0.487,-0.6354,-0.077,0.6787,0.3598,0.0548,0.0634,0.9772,0.1949,0.68770984,0.180471524,-0.701389756,-0.050374744,36.17892674,37.37165922,53.78260635
0.1694,-0.0093,0.9397,0.2967,0.3248,-0.0072,0.8129,0.4832,-0.6258,-0.1018,0.686,0.3568,0.0535,0.0656,0.977,0.1954,0.699863913,0.178963879,-0.691485996,0.00309044,34.46325086,35.96561501,55.11072221
0.1673,-0.0092,0.9401,0.2968,0.3288,0.0006,0.8137,0.4792,-0.6244,-0.1013,0.6876,0.3563,0.0523,0.0662,0.9772,0.1946,0.701971199,0.178351084,-0.689498552,0.004367215,34.72947651,36.07115367,55.43236455
0.167,-0.012,0.9398,0.2977,0.325,-0.003,0.813,0.483,-0.622,-0.1003,0.6897,0.3567,0.0526,0.0664,0.9773,0.1938,0.703895624,0.178939572,-0.687379957,0.004513894,34.65113331,36.25308723,55.46688387
0.167,-0.0133,0.9396,0.2982,0.3242,-0.004,0.8129,0.4838,-0.6226,-0.1003,0.6892,0.3566,0.0529,0.0663,0.9772,0.194,0.703221507,0.178827887,-0.688101461,0.00405939,34.77928672,35.76455221,55.20450554
0.168,-0.0183,0.9397,0.2971,0.312,-0.0213,0.8121,0.4924,-0.6252,-0.0956,0.6874,0.3568,0.0532,0.0654,0.9774,0.1932,0.701431609,0.180165973,-0.689588304,-0.001375286,35.12719554,36.03739542,54.78931235
0.1697,-0.0252,0.9396,0.296,0.3021,-0.0429,0.8106,0.4996,-0.626,-0.0699,0.6856,0.3647,0.0548,0.0656,0.978,0.19,0.70102266,0.189205347,-0.687105253,-0.025591764,36.53407432,35.98427066,52.51756311
0.1699,-0.0326,0.9392,0.2964,0.3015,-0.0477,0.8092,0.5018,-0.6299,-0.0289,0.6798,0.3743,0.0554,0.0659,0.9787,0.1862,0.69829291,0.1998619,-0.684268975,-0.064947694,38.40353551,36.7363392,49.09635132
0.1707,-0.0372,0.9392,0.2956,0.3014,-0.0502,0.8084,0.5029,-0.6315,0.0016,0.6778,0.3763,0.0519,0.0678,0.9796,0.1818,0.699799312,0.202524275,-0.679096532,-0.089959662,39.0989489,37.21582218,46.04060432
0.1719,-0.0422,0.9379,0.2982,0.3029,-0.0491,0.8073,0.504,-0.6408,0.0317,0.6605,0.3897,0.0477,0.0695,0.98,0.1799,0.689163094,0.217075016,-0.680998715,-0.119052157,42.37232234,38.94549899,44.9585304
0.1751,-0.0456,0.9367,0.2993,0.3056,-0.0473,0.8062,0.5043,-0.6453,0.0529,0.6523,0.3939,0.0448,0.0723,0.9801,0.1791,0.684860658,0.220234661,-0.680764387,-0.137921801,43.74328818,39.84428261,43.3765266
0.1787,-0.0472,0.9354,0.3011,0.309,-0.0442,0.8046,0.505,-0.6575,0.0729,0.6322,0.4031,0.0421,0.0745,0.9802,0.1785,0.66946507,0.230245243,-0.68819661,-0.158710664,46.66305255,42.17381869,43.5341838
0.181,-0.0477,0.9346,0.3022,0.3113,-0.0427,0.8032,0.5058,-0.6619,0.0767,0.6292,0.3999,0.0415,0.0759,0.9797,0.1802,0.666983854,0.225026823,-0.69125342,-0.163291693,46.4739551,42.82829378,43.05211119
0.1823,-0.0484,0.9338,0.3038,0.3123,-0.0427,0.8023,0.5067,-0.6588,0.0733,0.6308,0.4031,0.0425,0.0761,0.9793,0.1824,0.668952608,0.226483732,-0.689386654,-0.161101111,46.74751079,42.23301875,43.53062349
0.1812,-0.0506,0.9342,0.3029,0.3083,-0.0487,0.8029,0.5078,-0.6451,0.0605,0.6405,0.4121,0.0449,0.0759,0.9793,0.1818,0.672841947,0.230524269,-0.68576047,-0.154514901,46.87435681,39.64522712,44.77025214
0.1806,-0.0523,0.9345,0.3019,0.3037,-0.0555,0.8037,0.5086,-0.6128,0.0384,0.6661,0.4232,0.048,0.0755,0.9793,0.1816,0.702720928,0.24539129,-0.657132654,-0.118924713,45.5376454,34.36701236,45.77582366
0.1806,-0.0538,0.9343,0.3021,0.3005,-0.061,0.803,0.5109,-0.5878,0.0031,0.6885,0.4246,0.0513,0.0754,0.9787,0.1835,0.721944648,0.244776449,-0.642149077,-0.080777329,43.39085148,30.25761246,48.09190745
0.1835,-0.0516,0.9342,0.3012,0.301,-0.064,0.8026,0.5109,-0.5697,-0.0413,0.7045,0.421,0.0552,0.076,0.9779,0.1867,0.733020744,0.239173021,-0.635770426,-0.035676606,40.69886659,27.45794862,51.53984191
0.1892,-0.0464,0.9338,0.2998,0.3111,-0.0587,0.8002,0.5092,-0.5643,-0.0781,0.7011,0.4287,0.0625,0.0789,0.9765,0.1901,0.731723395,0.237795288,-0.637717858,-0.036745166,41.18738246,26.19299097,55.8476774
0.1884,-0.0397,0.9325,0.3052,0.3162,-0.0443,0.7984,0.5104,-0.559,-0.0904,0.7031,0.4298,0.0648,0.0811,0.9752,0.1953,0.726170351,0.24238925,-0.6433176,0.00815712,40.82910776,25.65258227,57.07910306
0.1866,-0.0383,0.9319,0.3084,0.3184,-0.0376,0.7978,0.5105,-0.5693,-0.098,0.699,0.4213,0.0643,0.0809,0.9746,0.1981,0.720155708,0.23547658,-0.652501166,0.012990963,40.20337897,27.05851095,57.63463379
0.1838,-0.0418,0.9324,0.3081,0.3085,-0.0476,0.7992,0.5135,-0.5719,-0.0931,0.6979,0.4207,0.0643,0.0805,0.9749,0.1969,0.719093028,0.232718322,-0.654747503,0.007287461,40.43978169,27.42714921,57.14673049
