S8_w,S8_x,S8_y,S8_z,S6_w,S6_x,S6_y,S6_z,S4_w,S4_x,S4_y,S4_z,S5_w,S5_x,S5_y,S5_z,S5_4_rel_w,S5_4_rel_x,S5_4_rel_y,S5_4_rel_z,middle_pose_orientation_x,middle_pose_orientation_y,middle_pose_orientation_z
0.127,-0.0892,0.8872,0.4343,0.0678,0.3262,0.8543,0.3988,0.0643,0.3336,0.904,0.2592,0.1363,0.0977,0.9286,0.3308,0.966712304,-0.097553567,0.021528333,-0.235557115,56.80110266,-35.33109198,-27.18607554
0.1301,-0.0883,0.8888,0.4302,0.0681,0.3259,0.8477,0.4127,0.0725,0.3407,0.8941,0.2811,0.1351,0.0997,0.9301,0.3265,0.967315742,-0.069285154,0.029857518,-0.242091617,59.29583182,-34.74080606,-27.82682991
0.1325,-0.088,0.8892,0.4288,0.0684,0.3244,0.8449,0.4196,0.075,0.341,0.8889,0.2963,0.1356,0.1001,0.9298,0.327,0.967835058,-0.05391055,0.031052074,-0.243771865,62.19414067,-34.25836351,-28.10100031
0.1335,-0.0882,0.8897,0.4274,0.0704,0.3224,0.8438,0.423,0.0803,0.3395,0.8865,0.3035,0.1374,0.1007,0.9299,0.3257,0.968661302,-0.045080386,0.032886519,-0.242036192,62.9761888,-34.4782732,-28.18911905
0.1336,-0.0883,0.89,0.4268,0.0716,0.3226,0.8438,0.4226,0.0809,0.3385,0.8876,0.3013,0.137,0.1003,0.9303,0.325,0.968858912,-0.046438858,0.033457957,-0.240907465,62.2415824,-34.84394778,-27.90926941
0.1309,-0.0852,0.8878,0.4327,0.075,0.3181,0.8514,0.4101,0.0732,0.3221,0.9057,0.2653,0.1394,0.1006,0.9296,0.3257,0.971161807,-0.085918791,0.020015207,-0.221499654,58.64426084,-36.41778614,-26.74824523
0.1248,-0.0844,0.8865,0.4373,0.0776,0.3222,0.8663,0.3735,0.0578,0.3113,0.9216,0.2243,0.1389,0.1,0.9292,0.3273,0.969050096,-0.130696895,0.005156689,-0.209364851,45.30693509,-39.88376917,-24.04201846
0.1206,-0.0836,0.8825,0.4467,0.0852,0.3272,0.8857,0.3179,0.0464,0.2731,0.9558,0.098,0.1412,0.0992,0.9287,0.328,0.953562633,-0.256481985,-0.012013642,-0.15745148,36.00294994,-42.08468613,-21.08294554
0.1221,-0.0856,0.882,0.4468,0.0833,0.3204,0.8937,0.3026,0.0489,0.2613,0.9621,0.0596,0.1433,0.0953,0.928,0.3303,0.952125762,-0.259496872,-0.013042758,-0.16108319,22.31001719,-46.24806215,-16.92081357
0.1222,-0.09,0.885,0.4399,0.0927,0.2828,0.9049,0.304,0.0053,0.2238,0.972,-0.0708,0.1546,0.0927,0.9315,0.3157,0.904738677,-0.406966719,-0.068125457,-0.105758871,8.581281762,-45.08801316,-12.10619871
0.1237,-0.09,0.8853,0.4389,0.0987,0.2778,0.9027,0.3132,-0.0038,0.2178,0.9716,-0.0917,0.1618,0.0922,0.9307,0.3146,0.895009821,-0.426660158,-0.083778546,-0.099497167,2.095656552,-44.32845851,-9.84648102
0.1215,-0.0867,0.8868,0.4372,0.1027,0.2813,0.9006,0.3147,-0.0147,0.2156,0.9696,-0.1145,0.1635,0.0938,0.9308,0.3129,0.887568662,-0.441350026,-0.090816626,-0.095835094,0.285296696,-43.62210436,-9.479549171
0.1199,-0.0837,0.8867,0.4385,0.1003,0.2857,0.8999,0.3137,-0.025,0.2171,0.9674,-0.1271,0.1643,0.0956,0.9305,0.3128,0.877239195,-0.459024617,-0.102168007,-0.09648572,-2.169029883,-42.06696305,-9.234280886
0.1181,-0.0798,0.8863,0.4404,0.0949,0.2946,0.9004,0.3055,-0.0417,0.2234,0.9636,-0.1402,0.1636,0.0974,0.93,0.3142,0.870975216,-0.468144342,-0.108295486,-0.102543333,-2.934422721,-40.98595781,-9.73590018
0.1168,-0.0781,0.8869,0.4399,0.0927,0.2974,0.9013,0.3007,-0.0476,0.2258,0.9617,-0.1472,0.1639,0.0982,0.9302,0.3132,0.862989421,-0.479894676,-0.116744463,-0.106400609,-3.284978169,-40.19786796,-10.35152126
0.1174,-0.0775,0.8856,0.4426,0.0895,0.3,0.9028,0.2946,-0.048,0.2324,0.9616,-0.1377,0.1622,0.0989,0.9296,0.3154,0.865813115,-0.473814516,-0.113693421,-0.113759662,0.594830999,-40.79952323,-12.29773808
0.1192,-0.0785,0.8859,0.4412,0.0929,0.3059,0.9053,0.2794,-0.0312,0.2481,0.9623,-0.1065,0.1607,0.0974,0.9293,0.3178,0.879660001,-0.447743348,-0.094426066,-0.129645268,5.917548858,-41.56093656,-14.93568881
0.1217,-0.0825,0.8863,0.439,0.0932,0.3159,0.8996,0.2864,0.0043,0.2658,0.963,-0.0424,0.1572,0.0964,0.9304,0.3165,0.891281588,-0.424160024,-0.079482009,-0.139240852,14.96207662,-43.25855737,-17.38942746
0.1286,-0.0869,0.8875,0.4337,0.0977,0.3185,0.8879,0.317,0.0366,0.2827,0.9569,0.0552,0.1567,0.0949,0.9307,0.3164,0.890826139,-0.424863027,-0.077372056,-0.141186982,31.2166925,-42.05873815,-21.43304082
0.1294,-0.0877,0.8889,0.4303,0.097,0.3231,0.8806,0.3327,0.0516,0.3,0.9458,0.1129,0.1548,0.0957,0.9313,0.3152,0.941395047,-0.290501937,-0.030221831,-0.168732426,39.21326455,-41.59528588,-23.88911382
0.1311,-0.0883,0.8908,0.426,0.0913,0.3202,0.8747,0.3519,0.0627,0.3101,0.9348,0.1605,0.1522,0.0971,0.9322,0.3134,0.958717135,-0.204448594,-0.006201604,-0.197544341,45.47083647,-40.35460623,-25.27152862
0.1316,-0.0905,0.8927,0.4213,0.0924,0.3168,0.8735,0.3578,0.0794,0.3094,0.9287,0.1882,0.1515,0.0975,0.9331,0.3112,0.967374427,-0.152541088,0.01132635,-0.201964473,49.41024888,-41.20906985,-26.0558437
0.1308,-0.0911,0.8933,0.4199,0.0891,0.3173,0.8725,0.3604,0.0799,0.3148,0.9254,0.1949,0.1515,0.0977,0.9336,0.3095,0.967620787,-0.150858492,0.010802855,-0.202076784,50.99194212,-40.53930075,-26.69801932
0.1293,-0.095,0.8946,0.4169,0.0941,0.3045,0.8737,0.3673,0.0935,0.3054,0.9236,0.2116,0.15,0.0968,0.9343,0.3084,0.9719006,-0.123916895,0.022522681,-0.198863159,52.5870565,-41.99543856,-26.14464804
0.1298,-0.0993,0.8958,0.4132,0.111,0.2818,0.8759,0.3755,0.1304,0.2637,0.9263,0.2349,0.1514,0.0954,0.9348,0.3067,0.97778415,-0.104658881,0.032383959,-0.178706336,55.11434985,-47.42364789,-23.82305959
0.1419,-0.1041,0.8946,0.4105,0.1312,0.2515,0.8681,0.4073,0.1821,0.2211,0.9187,0.2717,0.157,0.0906,0.9343,0.3068,0.990431115,-0.046227461,0.069125322,-0.11014045,62.05646725,-47.98611455,-25.25331253
0.1455,-0.096,0.8952,0.41,0.083,0.3194,0.8446,0.4215,0.103,0.3414,0.89,0.2838,0.152,0.0994,0.9343,0.3064,0.968274327,-0.049206416,0.03735585,-0.242132395,63.21284785,-35.59366324,-30.76967357
0.1452,-0.0908,0.8949,0.4119,0.0699,0.3432,0.8407,0.4128,0.083,0.371,0.8829,0.275,0.1503,0.1063,0.9346,0.3043,0.969520817,-0.046257231,0.03732503,-0.237689915,62.60205912,-33.3005652,-31.72944945
0.1442,-0.0888,0.8948,0.4128,0.0671,0.3474,0.8407,0.4097,0.0759,0.3788,0.8821,0.2693,0.1496,0.1093,0.9349,0.3026,0.959016661,-0.063533708,0.024189504,-0.275073409,61.49705775,-31.6418062,-32.38044815
0.1414,-0.0832,0.8956,0.4132,0.0605,0.3586,0.8422,0.3977,0.0637,0.3906,0.8816,0.2567,0.1479,0.1164,0.9354,0.299,0.956788909,-0.070925641,0.018586942,-0.281387744,60.37842601,-31.00193117,-32.69601774
0.1414,-0.0823,0.8958,0.413,0.0606,0.3588,0.8425,0.3969,0.0642,0.3916,0.8818,0.2547,0.1472,0.117,0.9357,0.2981,0.956451363,-0.074686216,0.017209876,-0.281649747,60.52404165,-31.06376698,-33.031132
0.1426,-0.0806,0.8959,0.4129,0.0623,0.3581,0.8416,0.3993,0.0675,0.3911,0.881,0.2572,0.1478,0.1188,0.9355,0.2979,0.957382361,-0.071635939,0.018890696,-0.279160257,60.9125112,-31.29241341,-33.12540674
0.1412,-0.0798,0.8966,0.412,0.0618,0.3587,0.8427,0.3966,0.0653,0.3915,0.8817,0.2547,0.1477,0.1199,0.9356,0.2973,0.957000205,-0.07289946,0.017265702,-0.280246628,60.5292298,-31.1390237,-33.15052065
0.1388,-0.0818,0.8966,0.4122,0.0623,0.3534,0.847,0.392,0.067,0.3851,0.8852,0.2519,0.1474,0.1182,0.9358,0.2973,0.958100362,-0.075031059,0.017445174,-0.27587987,59.97665304,-31.99644714,-32.65903046
0.1317,-0.086,0.8981,0.4105,0.067,0.3413,0.8598,0.3737,0.0729,0.3662,0.8966,0.2377,0.1472,0.1146,0.9368,0.2958,0.959970475,-0.079269486,0.018194905,-0.268033546,57.82649613,-34.70494445,-31.41632338
0.1283,-0.0878,0.8981,0.4113,0.0699,0.334,0.8647,0.3684,0.0804,0.3486,0.9051,0.2293,0.1459,0.1113,0.9377,0.2947,0.967022254,-0.093650504,0.020552693,-0.23595578,56.58295973,-36.75974932,-30.21306917
0.1168,-0.0899,0.8982,0.4139,0.068,0.3279,0.8715,0.358,0.0793,0.3341,0.9123,0.2227,0.1423,0.1079,0.9369,0.3002,0.967704769,-0.098592138,0.023815829,-0.230781015,54.66665439,-38.20173615,-28.47239046
0.1108,-0.0906,0.8992,0.4133,0.0775,0.3182,0.8764,0.3529,0.0899,0.315,0.9198,0.2156,0.1369,0.1058,0.938,0.3001,0.967118597,-0.097527534,0.032955041,-0.232559594,53.60899707,-40.77149811,-27.1923171
0.1116,-0.0916,0.8989,0.4135,0.084,0.3131,0.8775,0.3533,0.0965,0.306,0.9216,0.2177,0.1398,0.1047,0.9375,0.3007,0.975224874,-0.105731945,0.030857471,-0.191846341,53.98047746,-44.41553978,-25.74928375
0.1096,-0.0932,0.8988,0.414,0.1082,0.2885,0.8822,0.3559,0.1396,0.2563,0.9296,0.2246,0.1408,0.1015,0.9376,0.3012,0.978891498,-0.100737129,0.039447418,-0.173399444,54.56387437,-48.78168096,-24.29791154
0.1088,-0.0932,0.8984,0.415,0.1134,0.2874,0.8833,0.3524,0.1471,0.244,0.9329,0.22,0.1417,0.1011,0.9374,0.3013,0.986458061,-0.094573016,0.056984002,-0.121281745,53.08606957,-51.72934022,-22.84035631
0.1079,-0.0952,0.8992,0.413,0.1154,0.2759,0.8859,0.3545,0.1433,0.2303,0.9396,0.2086,0.1355,0.0977,0.939,0.3005,0.988900749,-0.109181696,0.076528362,-0.065559705,50.77230115,-51.23354597,-20.83511541
0.0971,-0.0941,0.8997,0.415,0.058,0.3223,0.8677,0.3737,0.0653,0.3219,0.9181,0.2215,0.1256,0.1013,0.94,0.3004,0.975244677,-0.106618817,0.033292475,-0.190845117,52.38269288,-41.52356357,-25.23396009
