S8_w,S8_x,S8_y,S8_z,S9_w,S9_x,S9_y,S9_z,S4_w,S4_x,S4_y,S4_z,S5_w,S5_x,S5_y,S5_z,S5_4_rel_w,S5_4_rel_x,S5_4_rel_y,S5_4_rel_z,middle_pose_orientation_x,middle_pose_orientation_y,middle_pose_orientation_z
0.1769,0.111,0.9445,0.2535,0.2633,0.1003,0.9183,0.278,-0.7449,-0.0977,0.6236,0.2158,0.0303,0.0484,0.9764,0.2081,0.632896194,0.046094013,-0.771948748,-0.03758831,20.69171658,56.38910942,45.03853023
0.1757,0.117,0.9439,0.2537,0.2563,0.1049,0.9229,0.2674,-0.7467,-0.1006,0.6212,0.215,0.0279,0.0484,0.9762,0.2093,0.632896194,0.046094013,-0.771948748,-0.03758831,20.69171658,56.38910942,45.03853023
0.1757,0.117,0.9439,0.2537,0.2563,0.1049,0.9229,0.2674,-0.7467,-0.1006,0.6212,0.215,0.0279,0.0484,0.9762,0.2093,0.632896194,0.046094013,-0.771948748,-0.03758831,20.69171658,56.38910942,45.03853023
0.1757,0.117,0.9439,0.2537,0.2563,0.1049,0.9229,0.2674,-0.7467,-0.1006,0.6212,0.215,0.0279,0.0484,0.9762,0.2093,0.632896194,0.046094013,-0.771948748,-0.03758831,21.2657918,57.37398695,46.19739275
0.176,0.1188,0.9434,0.2544,0.2506,0.1087,0.9262,0.2595,-0.7465,-0.1035,0.6211,0.2148,0.0252,0.0487,0.9759,0.2109,0.6258101,0.046539523,-0.777842326,-0.03401629,21.99088643,57.41640305,46.9277002
0.1761,0.1203,0.9428,0.2558,0.2481,0.1095,0.9275,0.257,-0.7468,-0.1035,0.6202,0.2161,0.0246,0.0488,0.9757,0.2119,0.627962634,0.044985852,-0.776176969,-0.034474876,21.99088643,57.41640305,46.9277002
0.176,0.1203,0.9425,0.2571,0.2487,0.1107,0.9268,0.2583,-0.7478,-0.1056,0.6187,0.216,0.0237,0.0483,0.9754,0.2135,0.626852097,0.044779991,-0.777224193,-0.031205042,21.99088643,57.41640305,46.9277002
0.1755,0.1161,0.9428,0.2584,0.257,0.1109,0.9224,0.2657,-0.7472,-0.1056,0.6188,0.2177,0.025,0.0485,0.9751,0.2146,0.626871724,0.04498504,-0.77716855,-0.031894091,22.15549732,57.49373475,47.22516076
0.1755,0.1161,0.9428,0.2584,0.257,0.1109,0.9224,0.2657,-0.7472,-0.1056,0.6188,0.2177,0.025,0.0485,0.9751,0.2146,0.626428865,0.045894394,-0.777434062,-0.032815555,22.15549732,57.49373475,47.22516076
0.176,0.1128,0.9427,0.2597,0.2655,0.1087,0.9167,0.2779,-0.7455,-0.1048,0.6203,0.2199,0.0267,0.0488,0.9749,0.2155,0.627148127,0.047127249,-0.776725296,-0.034089045,22.9418678,56.8741085,47.66304732
